# engine	entry	ratio	mode	metric	value
baseline-v1	padchord	1.25	pingpong	mod_band_peak_db	5.234258
baseline-v1	padchord	1.25	pingpong	mod_acf_peak	0.000000
baseline-v1	padchord	1.25	pingpong	adv_sa_attack_ratio	0.277569
baseline-v1	padchord	1.25	pingpong	sa_flatness_delta	0.000231
baseline-v1	padchord	1.25	pingpong	sa_lufs_delta_db	0.113819
baseline-v1	clicks	0.8	repeat	trailing_silence	0.231875
baseline-v1	clicks	0.8	repeat	spectral_delta_db	0.054149
baseline-v1	clicks	0.8	repeat	attack_rise_ratio	1.000000
baseline-v1	clicks	0.8	repeat	attack_crest_ratio	1.349861
baseline-v1	clicks	0.8	repeat	attack_extra_peaks	0.000000
baseline-v1	clicks	0.8	repeat	sa_attack_ratio	1.124425
baseline-v1	clicks	0.8	repeat	sa_flatness_delta	0.002542
baseline-v1	clicks	0.8	repeat	sa_lufs_delta_db	0.000000
baseline-v1	clicks	0.9	repeat	trailing_silence	0.234444
baseline-v1	clicks	0.9	repeat	spectral_delta_db	0.126711
baseline-v1	clicks	0.9	repeat	attack_rise_ratio	1.000000
baseline-v1	clicks	0.9	repeat	attack_crest_ratio	1.491830
baseline-v1	clicks	0.9	repeat	attack_extra_peaks	0.000000
baseline-v1	clicks	0.9	repeat	sa_attack_ratio	1.017662
baseline-v1	clicks	0.9	repeat	sa_flatness_delta	0.000641
baseline-v1	clicks	0.9	repeat	sa_lufs_delta_db	0.321848
baseline-v1	clicks	1.1	repeat	trailing_silence	0.019545
baseline-v1	clicks	1.1	repeat	spectral_delta_db	0.265597
baseline-v1	clicks	1.1	repeat	attack_rise_ratio	1.000000
baseline-v1	clicks	1.1	repeat	attack_crest_ratio	1.491830
baseline-v1	clicks	1.1	repeat	attack_extra_peaks	0.000000
baseline-v1	clicks	1.1	repeat	sa_attack_ratio	1.585690
baseline-v1	clicks	1.1	repeat	sa_flatness_delta	0.006959
baseline-v1	clicks	1.1	repeat	sa_lufs_delta_db	1.352520
baseline-v1	clicks	1.25	repeat	trailing_silence	0.048800
baseline-v1	clicks	1.25	repeat	spectral_delta_db	1.074465
baseline-v1	clicks	1.25	repeat	attack_rise_ratio	1.000000
baseline-v1	clicks	1.25	repeat	attack_crest_ratio	2.162427
baseline-v1	clicks	1.25	repeat	attack_extra_peaks	0.000000
baseline-v1	clicks	1.25	repeat	sa_attack_ratio	1.375982
baseline-v1	clicks	1.25	repeat	sa_flatness_delta	0.003330
baseline-v1	clicks	1.25	repeat	sa_lufs_delta_db	0.398224
baseline-v1	clicks	1.5	repeat	trailing_silence	0.084333
baseline-v1	clicks	1.5	repeat	spectral_delta_db	2.047671
baseline-v1	clicks	1.5	repeat	attack_rise_ratio	1.000000
baseline-v1	clicks	1.5	repeat	attack_crest_ratio	2.842976
baseline-v1	clicks	1.5	repeat	attack_extra_peaks	0.000000
baseline-v1	clicks	1.5	repeat	sa_attack_ratio	1.062203
baseline-v1	clicks	1.5	repeat	sa_flatness_delta	0.001217
baseline-v1	clicks	1.5	repeat	sa_lufs_delta_db	2.067833
baseline-v1	clicks	2	repeat	trailing_silence	0.009750
baseline-v1	clicks	2	repeat	spectral_delta_db	3.111261
baseline-v1	clicks	2	repeat	attack_rise_ratio	1.000000
baseline-v1	clicks	2	repeat	attack_crest_ratio	4.458102
baseline-v1	clicks	2	repeat	attack_extra_peaks	0.000000
baseline-v1	clicks	2	repeat	sa_attack_ratio	0.776559
baseline-v1	clicks	2	repeat	sa_flatness_delta	0.002961
baseline-v1	clicks	2	repeat	sa_lufs_delta_db	4.412277
baseline-v1	clicks	4	repeat	trailing_silence	0.015500
baseline-v1	clicks	4	repeat	spectral_delta_db	4.336329
baseline-v1	clicks	4	repeat	attack_rise_ratio	1.000000
baseline-v1	clicks	4	repeat	attack_crest_ratio	6.861341
baseline-v1	clicks	4	repeat	attack_extra_peaks	0.000000
baseline-v1	clicks	4	repeat	sa_attack_ratio	0.452484
baseline-v1	clicks	4	repeat	sa_flatness_delta	0.001443
baseline-v1	clicks	4	repeat	sa_lufs_delta_db	11.401302
baseline-v1	clicks	1.1	once	trailing_silence	0.236818
baseline-v1	clicks	1.1	once	attack_rise_ratio	1.000000
baseline-v1	clicks	1.1	once	attack_crest_ratio	1.491830
baseline-v1	clicks	1.1	once	attack_extra_peaks	0.000000
baseline-v1	clicks	1.1	once	adv_sa_attack_ratio	1.591091
baseline-v1	clicks	1.1	once	sa_flatness_delta	0.004171
baseline-v1	clicks	1.1	once	sa_lufs_delta_db	1.714321
baseline-v1	clicks	1.1	pingpong	trailing_silence	0.236818
baseline-v1	clicks	1.1	pingpong	spectral_delta_db	0.444338
baseline-v1	clicks	1.1	pingpong	attack_rise_ratio	1.000000
baseline-v1	clicks	1.1	pingpong	attack_crest_ratio	1.491830
baseline-v1	clicks	1.1	pingpong	attack_extra_peaks	0.000000
baseline-v1	clicks	1.1	pingpong	adv_sa_attack_ratio	0.802857
baseline-v1	clicks	1.1	pingpong	sa_flatness_delta	0.001186
baseline-v1	clicks	1.1	pingpong	sa_lufs_delta_db	0.357492
baseline-v1	clicks	1.25	once	trailing_silence	0.239600
baseline-v1	clicks	1.25	once	attack_rise_ratio	1.000000
baseline-v1	clicks	1.25	once	attack_crest_ratio	2.162427
baseline-v1	clicks	1.25	once	attack_extra_peaks	0.000000
baseline-v1	clicks	1.25	once	adv_sa_attack_ratio	1.499097
baseline-v1	clicks	1.25	once	sa_flatness_delta	0.000370
baseline-v1	clicks	1.25	once	sa_lufs_delta_db	1.191631
baseline-v1	clicks	1.25	pingpong	trailing_silence	0.239600
baseline-v1	clicks	1.25	pingpong	spectral_delta_db	0.741403
baseline-v1	clicks	1.25	pingpong	attack_rise_ratio	1.000000
baseline-v1	clicks	1.25	pingpong	attack_crest_ratio	2.162427
baseline-v1	clicks	1.25	pingpong	attack_extra_peaks	0.000000
baseline-v1	clicks	1.25	pingpong	adv_sa_attack_ratio	0.711531
baseline-v1	clicks	1.25	pingpong	sa_flatness_delta	0.003991
baseline-v1	clicks	1.25	pingpong	sa_lufs_delta_db	0.449730
baseline-v1	noiseburst	0.8	repeat	trailing_silence	0.213125
baseline-v1	noiseburst	0.8	repeat	spectral_delta_db	0.092013
baseline-v1	noiseburst	0.8	repeat	sa_attack_ratio	1.304331
baseline-v1	noiseburst	0.8	repeat	sa_flatness_delta	0.030558
baseline-v1	noiseburst	0.8	repeat	sa_lufs_delta_db	0.000000
baseline-v1	noiseburst	0.9	repeat	trailing_silence	0.217778
baseline-v1	noiseburst	0.9	repeat	spectral_delta_db	0.077972
baseline-v1	noiseburst	0.9	repeat	sa_attack_ratio	1.149251
baseline-v1	noiseburst	0.9	repeat	sa_flatness_delta	0.004202
baseline-v1	noiseburst	0.9	repeat	sa_lufs_delta_db	0.324619
baseline-v1	noiseburst	1.1	repeat	trailing_silence	0.005909
baseline-v1	noiseburst	1.1	repeat	spectral_delta_db	0.156771
baseline-v1	noiseburst	1.1	repeat	sa_attack_ratio	1.755483
baseline-v1	noiseburst	1.1	repeat	sa_flatness_delta	0.092235
baseline-v1	noiseburst	1.1	repeat	sa_lufs_delta_db	1.087824
baseline-v1	noiseburst	1.25	repeat	trailing_silence	0.036800
baseline-v1	noiseburst	1.25	repeat	spectral_delta_db	0.743530
baseline-v1	noiseburst	1.25	repeat	sa_attack_ratio	1.477953
baseline-v1	noiseburst	1.25	repeat	sa_flatness_delta	0.082176
baseline-v1	noiseburst	1.25	repeat	sa_lufs_delta_db	1.022194
baseline-v1	noiseburst	1.5	repeat	trailing_silence	0.074333
baseline-v1	noiseburst	1.5	repeat	spectral_delta_db	0.375491
baseline-v1	noiseburst	1.5	repeat	sa_attack_ratio	1.400629
baseline-v1	noiseburst	1.5	repeat	sa_flatness_delta	0.044641
baseline-v1	noiseburst	1.5	repeat	sa_lufs_delta_db	0.955084
baseline-v1	noiseburst	2	repeat	trailing_silence	0.002250
baseline-v1	noiseburst	2	repeat	spectral_delta_db	0.161011
baseline-v1	noiseburst	2	repeat	sa_attack_ratio	1.612427
baseline-v1	noiseburst	2	repeat	sa_flatness_delta	0.050968
baseline-v1	noiseburst	2	repeat	sa_lufs_delta_db	0.787657
baseline-v1	noiseburst	4	repeat	trailing_silence	0.011750
baseline-v1	noiseburst	4	repeat	spectral_delta_db	0.234782
baseline-v1	noiseburst	4	repeat	sa_attack_ratio	1.616274
baseline-v1	noiseburst	4	repeat	sa_flatness_delta	0.035427
baseline-v1	noiseburst	4	repeat	sa_lufs_delta_db	3.367317
baseline-v1	noiseburst	1.1	once	trailing_silence	0.223182
baseline-v1	noiseburst	1.1	once	adv_sa_attack_ratio	1.346709
baseline-v1	noiseburst	1.1	once	sa_flatness_delta	0.038622
baseline-v1	noiseburst	1.1	once	sa_lufs_delta_db	0.462673
baseline-v1	noiseburst	1.1	pingpong	trailing_silence	0.223182
baseline-v1	noiseburst	1.1	pingpong	spectral_delta_db	0.152575
baseline-v1	noiseburst	1.1	pingpong	adv_sa_attack_ratio	0.874512
baseline-v1	noiseburst	1.1	pingpong	sa_flatness_delta	0.020073
baseline-v1	noiseburst	1.1	pingpong	sa_lufs_delta_db	0.731152
baseline-v1	noiseburst	1.25	once	trailing_silence	0.227600
baseline-v1	noiseburst	1.25	once	adv_sa_attack_ratio	1.267300
baseline-v1	noiseburst	1.25	once	sa_flatness_delta	0.011367
baseline-v1	noiseburst	1.25	once	sa_lufs_delta_db	1.756163
baseline-v1	noiseburst	1.25	pingpong	trailing_silence	0.227600
baseline-v1	noiseburst	1.25	pingpong	spectral_delta_db	0.747906
baseline-v1	noiseburst	1.25	pingpong	adv_sa_attack_ratio	0.756859
baseline-v1	noiseburst	1.25	pingpong	sa_flatness_delta	0.047672
baseline-v1	noiseburst	1.25	pingpong	sa_lufs_delta_db	2.023733
baseline-v1	drums-attack	0.8	repeat	trailing_silence	0.000456
baseline-v1	drums-attack	0.8	repeat	spectral_delta_db	0.461714
baseline-v1	drums-attack	0.8	repeat	sa_attack_ratio	1.030939
baseline-v1	drums-attack	0.8	repeat	sa_flatness_delta	0.031667
baseline-v1	drums-attack	0.8	repeat	sa_lufs_delta_db	0.149174
baseline-v1	drums-attack	0.9	repeat	trailing_silence	0.000405
baseline-v1	drums-attack	0.9	repeat	spectral_delta_db	0.629545
baseline-v1	drums-attack	0.9	repeat	adv_attack_rise_ratio	0.398962
baseline-v1	drums-attack	0.9	repeat	adv_attack_crest_ratio	1.427212
baseline-v1	drums-attack	0.9	repeat	adv_attack_extra_peaks	3.000000
baseline-v1	drums-attack	0.9	repeat	sa_attack_ratio	1.038151
baseline-v1	drums-attack	0.9	repeat	sa_flatness_delta	0.038673
baseline-v1	drums-attack	0.9	repeat	sa_lufs_delta_db	0.049913
baseline-v1	drums-attack	1.1	repeat	trailing_silence	0.000497
baseline-v1	drums-attack	1.1	repeat	spectral_delta_db	0.444759
baseline-v1	drums-attack	1.1	repeat	adv_attack_rise_ratio	0.468015
baseline-v1	drums-attack	1.1	repeat	adv_attack_crest_ratio	2.034776
baseline-v1	drums-attack	1.1	repeat	adv_attack_extra_peaks	1.000000
baseline-v1	drums-attack	1.1	repeat	sa_attack_ratio	0.949896
baseline-v1	drums-attack	1.1	repeat	sa_flatness_delta	0.028162
baseline-v1	drums-attack	1.1	repeat	sa_lufs_delta_db	0.351490
baseline-v1	drums-attack	1.25	repeat	trailing_silence	0.000292
baseline-v1	drums-attack	1.25	repeat	spectral_delta_db	0.460284
baseline-v1	drums-attack	1.25	repeat	adv_attack_rise_ratio	0.522739
baseline-v1	drums-attack	1.25	repeat	adv_attack_crest_ratio	1.835543
baseline-v1	drums-attack	1.25	repeat	adv_attack_extra_peaks	1.500000
baseline-v1	drums-attack	1.25	repeat	sa_attack_ratio	0.944572
baseline-v1	drums-attack	1.25	repeat	sa_flatness_delta	0.028713
baseline-v1	drums-attack	1.25	repeat	sa_lufs_delta_db	0.254379
baseline-v1	drums-attack	1.5	repeat	trailing_silence	0.000243
baseline-v1	drums-attack	1.5	repeat	spectral_delta_db	0.306082
baseline-v1	drums-attack	1.5	repeat	adv_attack_rise_ratio	1.269451
baseline-v1	drums-attack	1.5	repeat	adv_attack_crest_ratio	0.966101
baseline-v1	drums-attack	1.5	repeat	adv_attack_extra_peaks	1.500000
baseline-v1	drums-attack	1.5	repeat	sa_attack_ratio	1.001808
baseline-v1	drums-attack	1.5	repeat	sa_flatness_delta	0.028567
baseline-v1	drums-attack	1.5	repeat	sa_lufs_delta_db	0.159065
baseline-v1	drums-attack	2	repeat	trailing_silence	0.000091
baseline-v1	drums-attack	2	repeat	spectral_delta_db	0.354584
baseline-v1	drums-attack	2	repeat	adv_attack_rise_ratio	0.320246
baseline-v1	drums-attack	2	repeat	adv_attack_crest_ratio	1.575330
baseline-v1	drums-attack	2	repeat	adv_attack_extra_peaks	0.500000
baseline-v1	drums-attack	2	repeat	sa_attack_ratio	0.941224
baseline-v1	drums-attack	2	repeat	sa_flatness_delta	0.028693
baseline-v1	drums-attack	2	repeat	sa_lufs_delta_db	0.171862
baseline-v1	drums-attack	4	repeat	trailing_silence	0.000046
baseline-v1	drums-attack	4	repeat	spectral_delta_db	0.365450
baseline-v1	drums-attack	4	repeat	adv_attack_rise_ratio	0.125313
baseline-v1	drums-attack	4	repeat	adv_attack_crest_ratio	1.262692
baseline-v1	drums-attack	4	repeat	adv_attack_extra_peaks	1.500000
baseline-v1	drums-attack	4	repeat	sa_attack_ratio	0.931950
baseline-v1	drums-attack	4	repeat	sa_flatness_delta	0.027109
baseline-v1	drums-attack	4	repeat	sa_lufs_delta_db	0.102995
baseline-v1	drums-attack	1.1	once	trailing_silence	0.001491
baseline-v1	drums-attack	1.1	once	adv_attack_rise_ratio	0.314048
baseline-v1	drums-attack	1.1	once	adv_attack_crest_ratio	1.131007
baseline-v1	drums-attack	1.1	once	adv_attack_extra_peaks	2.000000
baseline-v1	drums-attack	1.1	once	adv_sa_attack_ratio	0.927102
baseline-v1	drums-attack	1.1	once	sa_flatness_delta	0.035978
baseline-v1	drums-attack	1.1	once	sa_lufs_delta_db	0.202536
baseline-v1	drums-attack	1.1	pingpong	trailing_silence	0.000497
baseline-v1	drums-attack	1.1	pingpong	spectral_delta_db	0.346210
baseline-v1	drums-attack	1.1	pingpong	adv_attack_rise_ratio	0.077370
baseline-v1	drums-attack	1.1	pingpong	adv_attack_crest_ratio	1.325679
baseline-v1	drums-attack	1.1	pingpong	adv_attack_extra_peaks	2.000000
baseline-v1	drums-attack	1.1	pingpong	adv_sa_attack_ratio	0.870734
baseline-v1	drums-attack	1.1	pingpong	sa_flatness_delta	0.029816
baseline-v1	drums-attack	1.1	pingpong	sa_lufs_delta_db	0.172796
baseline-v1	drums-attack	1.25	once	trailing_silence	0.003208
baseline-v1	drums-attack	1.25	once	adv_attack_rise_ratio	1.200421
baseline-v1	drums-attack	1.25	once	adv_attack_crest_ratio	0.937790
baseline-v1	drums-attack	1.25	once	adv_attack_extra_peaks	2.000000
baseline-v1	drums-attack	1.25	once	adv_sa_attack_ratio	0.870177
baseline-v1	drums-attack	1.25	once	sa_flatness_delta	0.038239
baseline-v1	drums-attack	1.25	once	sa_lufs_delta_db	0.626690
baseline-v1	drums-attack	1.25	pingpong	trailing_silence	0.000292
baseline-v1	drums-attack	1.25	pingpong	spectral_delta_db	0.323424
baseline-v1	drums-attack	1.25	pingpong	adv_attack_rise_ratio	0.220213
baseline-v1	drums-attack	1.25	pingpong	adv_attack_crest_ratio	1.788796
baseline-v1	drums-attack	1.25	pingpong	adv_attack_extra_peaks	1.500000
baseline-v1	drums-attack	1.25	pingpong	adv_sa_attack_ratio	0.864773
baseline-v1	drums-attack	1.25	pingpong	sa_flatness_delta	0.029214
baseline-v1	drums-attack	1.25	pingpong	sa_lufs_delta_db	0.151495
baseline-v1	drums-top	0.8	repeat	trailing_silence	0.000667
baseline-v1	drums-top	0.8	repeat	spectral_delta_db	0.468100
baseline-v1	drums-top	0.8	repeat	sa_attack_ratio	1.011010
baseline-v1	drums-top	0.8	repeat	sa_flatness_delta	0.012198
baseline-v1	drums-top	0.8	repeat	sa_lufs_delta_db	0.818926
baseline-v1	drums-top	0.9	repeat	trailing_silence	0.000296
baseline-v1	drums-top	0.9	repeat	spectral_delta_db	0.320036
baseline-v1	drums-top	0.9	repeat	sa_attack_ratio	1.010359
baseline-v1	drums-top	0.9	repeat	sa_flatness_delta	0.009286
baseline-v1	drums-top	0.9	repeat	sa_lufs_delta_db	0.418201
baseline-v1	drums-top	1.1	repeat	trailing_silence	0.000485
baseline-v1	drums-top	1.1	repeat	spectral_delta_db	0.566332
baseline-v1	drums-top	1.1	repeat	sa_attack_ratio	0.950372
baseline-v1	drums-top	1.1	repeat	sa_flatness_delta	0.011336
baseline-v1	drums-top	1.1	repeat	sa_lufs_delta_db	1.423330
baseline-v1	drums-top	1.25	repeat	trailing_silence	0.000427
baseline-v1	drums-top	1.25	repeat	spectral_delta_db	0.664273
baseline-v1	drums-top	1.25	repeat	sa_attack_ratio	0.902763
baseline-v1	drums-top	1.25	repeat	sa_flatness_delta	0.007073
baseline-v1	drums-top	1.25	repeat	sa_lufs_delta_db	1.210798
baseline-v1	drums-top	1.5	repeat	trailing_silence	0.000178
baseline-v1	drums-top	1.5	repeat	spectral_delta_db	0.790839
baseline-v1	drums-top	1.5	repeat	sa_attack_ratio	0.728392
baseline-v1	drums-top	1.5	repeat	sa_flatness_delta	0.008617
baseline-v1	drums-top	1.5	repeat	sa_lufs_delta_db	0.464058
baseline-v1	drums-top	2	repeat	trailing_silence	0.000133
baseline-v1	drums-top	2	repeat	spectral_delta_db	0.980989
baseline-v1	drums-top	2	repeat	sa_attack_ratio	0.814926
baseline-v1	drums-top	2	repeat	sa_flatness_delta	0.008690
baseline-v1	drums-top	2	repeat	sa_lufs_delta_db	0.508898
baseline-v1	drums-top	4	repeat	trailing_silence	0.000133
baseline-v1	drums-top	4	repeat	spectral_delta_db	1.068419
baseline-v1	drums-top	4	repeat	sa_attack_ratio	0.705861
baseline-v1	drums-top	4	repeat	sa_flatness_delta	0.009771
baseline-v1	drums-top	4	repeat	sa_lufs_delta_db	0.504118
baseline-v1	drums-top	1.1	once	trailing_silence	0.005818
baseline-v1	drums-top	1.1	once	adv_sa_attack_ratio	0.963311
baseline-v1	drums-top	1.1	once	sa_flatness_delta	0.003826
baseline-v1	drums-top	1.1	once	sa_lufs_delta_db	0.111271
baseline-v1	drums-top	1.1	pingpong	trailing_silence	0.000485
baseline-v1	drums-top	1.1	pingpong	spectral_delta_db	0.647079
baseline-v1	drums-top	1.1	pingpong	adv_sa_attack_ratio	0.921932
baseline-v1	drums-top	1.1	pingpong	sa_flatness_delta	0.005735
baseline-v1	drums-top	1.1	pingpong	sa_lufs_delta_db	0.676672
baseline-v1	drums-top	1.25	once	trailing_silence	0.013012
baseline-v1	drums-top	1.25	once	adv_sa_attack_ratio	0.950328
baseline-v1	drums-top	1.25	once	sa_flatness_delta	0.000268
baseline-v1	drums-top	1.25	once	sa_lufs_delta_db	0.212751
baseline-v1	drums-top	1.25	pingpong	trailing_silence	0.000427
baseline-v1	drums-top	1.25	pingpong	spectral_delta_db	0.723549
baseline-v1	drums-top	1.25	pingpong	adv_sa_attack_ratio	0.866873
baseline-v1	drums-top	1.25	pingpong	sa_flatness_delta	0.007355
baseline-v1	drums-top	1.25	pingpong	sa_lufs_delta_db	1.058218
baseline-v1	pad-derelict	0.8	repeat	trailing_silence	0.000326
baseline-v1	pad-derelict	0.8	repeat	spectral_delta_db	1.740932
baseline-v1	pad-derelict	0.8	repeat	level_delta_db	0.054319
baseline-v1	pad-derelict	0.8	repeat	adv_sa_attack_ratio	0.834675
baseline-v1	pad-derelict	0.8	repeat	sa_flatness_delta	0.000287
baseline-v1	pad-derelict	0.8	repeat	sa_lufs_delta_db	0.057121
baseline-v1	pad-derelict	0.9	repeat	trailing_silence	0.000289
baseline-v1	pad-derelict	0.9	repeat	spectral_delta_db	1.542798
baseline-v1	pad-derelict	0.9	repeat	level_delta_db	0.255684
baseline-v1	pad-derelict	0.9	repeat	adv_sa_attack_ratio	1.111011
baseline-v1	pad-derelict	0.9	repeat	sa_flatness_delta	0.000353
baseline-v1	pad-derelict	0.9	repeat	sa_lufs_delta_db	0.333410
baseline-v1	pad-derelict	1.1	repeat	trailing_silence	0.000237
baseline-v1	pad-derelict	1.1	repeat	spectral_delta_db	1.819681
baseline-v1	pad-derelict	1.1	repeat	level_delta_db	0.331809
baseline-v1	pad-derelict	1.1	repeat	mod_expected_db	10.073687
baseline-v1	pad-derelict	1.1	repeat	mod_band_peak_db	13.389199
baseline-v1	pad-derelict	1.1	repeat	mod_acf_peak	0.000000
baseline-v1	pad-derelict	1.1	repeat	adv_sa_attack_ratio	1.102886
baseline-v1	pad-derelict	1.1	repeat	sa_flatness_delta	0.001890
baseline-v1	pad-derelict	1.1	repeat	sa_lufs_delta_db	0.232590
baseline-v1	pad-derelict	1.25	repeat	trailing_silence	0.000208
baseline-v1	pad-derelict	1.25	repeat	spectral_delta_db	1.777455
baseline-v1	pad-derelict	1.25	repeat	level_delta_db	0.193240
baseline-v1	pad-derelict	1.25	repeat	mod_expected_db	-2.456723
baseline-v1	pad-derelict	1.25	repeat	mod_band_peak_db	11.396345
baseline-v1	pad-derelict	1.25	repeat	mod_acf_peak	0.000000
baseline-v1	pad-derelict	1.25	repeat	adv_sa_attack_ratio	1.114305
baseline-v1	pad-derelict	1.25	repeat	sa_flatness_delta	0.001784
baseline-v1	pad-derelict	1.25	repeat	sa_lufs_delta_db	0.077978
baseline-v1	pad-derelict	1.5	repeat	trailing_silence	0.000174
baseline-v1	pad-derelict	1.5	repeat	spectral_delta_db	1.807133
baseline-v1	pad-derelict	1.5	repeat	level_delta_db	0.023343
baseline-v1	pad-derelict	1.5	repeat	mod_expected_db	7.847297
baseline-v1	pad-derelict	1.5	repeat	mod_band_peak_db	12.802268
baseline-v1	pad-derelict	1.5	repeat	mod_acf_peak	0.000000
baseline-v1	pad-derelict	1.5	repeat	adv_sa_attack_ratio	1.153878
baseline-v1	pad-derelict	1.5	repeat	sa_flatness_delta	0.001382
baseline-v1	pad-derelict	1.5	repeat	sa_lufs_delta_db	0.130377
baseline-v1	pad-derelict	2	repeat	trailing_silence	0.000130
baseline-v1	pad-derelict	2	repeat	spectral_delta_db	1.766768
baseline-v1	pad-derelict	2	repeat	level_delta_db	0.007039
baseline-v1	pad-derelict	2	repeat	mod_expected_db	2.014481
baseline-v1	pad-derelict	2	repeat	mod_band_peak_db	14.374018
baseline-v1	pad-derelict	2	repeat	mod_acf_peak	0.000000
baseline-v1	pad-derelict	2	repeat	adv_sa_attack_ratio	1.067655
baseline-v1	pad-derelict	2	repeat	sa_flatness_delta	0.002362
baseline-v1	pad-derelict	2	repeat	sa_lufs_delta_db	0.237078
baseline-v1	pad-derelict	4	repeat	trailing_silence	0.000065
baseline-v1	pad-derelict	4	repeat	spectral_delta_db	1.784638
baseline-v1	pad-derelict	4	repeat	level_delta_db	0.048696
baseline-v1	pad-derelict	4	repeat	mod_expected_db	3.203645
baseline-v1	pad-derelict	4	repeat	mod_band_peak_db	14.249769
baseline-v1	pad-derelict	4	repeat	mod_acf_peak	0.000000
baseline-v1	pad-derelict	4	repeat	adv_sa_attack_ratio	0.707949
baseline-v1	pad-derelict	4	repeat	sa_flatness_delta	0.002436
baseline-v1	pad-derelict	4	repeat	sa_lufs_delta_db	0.377672
baseline-v1	pad-derelict	1.1	once	trailing_silence	0.002486
baseline-v1	pad-derelict	1.1	once	mod_expected_db	-1.233052
baseline-v1	pad-derelict	1.1	once	mod_band_peak_db	10.532454
baseline-v1	pad-derelict	1.1	once	mod_acf_peak	0.000000
baseline-v1	pad-derelict	1.1	once	adv_sa_attack_ratio	1.363461
baseline-v1	pad-derelict	1.1	once	sa_flatness_delta	0.000036
baseline-v1	pad-derelict	1.1	once	sa_lufs_delta_db	0.201424
baseline-v1	pad-derelict	1.1	pingpong	trailing_silence	0.000237
baseline-v1	pad-derelict	1.1	pingpong	spectral_delta_db	1.770256
baseline-v1	pad-derelict	1.1	pingpong	level_delta_db	0.001617
baseline-v1	pad-derelict	1.1	pingpong	mod_expected_db	-20.316243
baseline-v1	pad-derelict	1.1	pingpong	mod_band_peak_db	10.069977
baseline-v1	pad-derelict	1.1	pingpong	mod_acf_peak	0.000000
baseline-v1	pad-derelict	1.1	pingpong	adv_sa_attack_ratio	0.830619
baseline-v1	pad-derelict	1.1	pingpong	sa_flatness_delta	0.001327
baseline-v1	pad-derelict	1.1	pingpong	sa_lufs_delta_db	0.101915
baseline-v1	pad-derelict	1.25	once	trailing_silence	0.002083
baseline-v1	pad-derelict	1.25	once	mod_expected_db	2.201081
baseline-v1	pad-derelict	1.25	once	mod_band_peak_db	15.962242
baseline-v1	pad-derelict	1.25	once	mod_acf_peak	0.000000
baseline-v1	pad-derelict	1.25	once	adv_sa_attack_ratio	1.444927
baseline-v1	pad-derelict	1.25	once	sa_flatness_delta	0.001370
baseline-v1	pad-derelict	1.25	once	sa_lufs_delta_db	0.614962
baseline-v1	pad-derelict	1.25	pingpong	trailing_silence	0.000208
baseline-v1	pad-derelict	1.25	pingpong	spectral_delta_db	2.014458
baseline-v1	pad-derelict	1.25	pingpong	level_delta_db	0.068041
baseline-v1	pad-derelict	1.25	pingpong	mod_expected_db	0.295623
baseline-v1	pad-derelict	1.25	pingpong	mod_band_peak_db	10.119593
baseline-v1	pad-derelict	1.25	pingpong	mod_acf_peak	0.000000
baseline-v1	pad-derelict	1.25	pingpong	adv_sa_attack_ratio	0.747773
baseline-v1	pad-derelict	1.25	pingpong	sa_flatness_delta	0.001106
baseline-v1	pad-derelict	1.25	pingpong	sa_lufs_delta_db	0.173176
baseline-v1	pad-borealis	0.8	repeat	trailing_silence	0.000111
baseline-v1	pad-borealis	0.8	repeat	spectral_delta_db	0.147186
baseline-v1	pad-borealis	0.8	repeat	level_delta_db	0.347970
baseline-v1	pad-borealis	0.8	repeat	adv_sa_attack_ratio	1.159870
baseline-v1	pad-borealis	0.8	repeat	sa_flatness_delta	0.010414
baseline-v1	pad-borealis	0.8	repeat	sa_lufs_delta_db	0.154701
baseline-v1	pad-borealis	0.9	repeat	trailing_silence	0.000197
baseline-v1	pad-borealis	0.9	repeat	spectral_delta_db	0.139339
baseline-v1	pad-borealis	0.9	repeat	level_delta_db	0.174254
baseline-v1	pad-borealis	0.9	repeat	adv_sa_attack_ratio	0.931895
baseline-v1	pad-borealis	0.9	repeat	sa_flatness_delta	0.010423
baseline-v1	pad-borealis	0.9	repeat	sa_lufs_delta_db	0.002811
baseline-v1	pad-borealis	1.1	repeat	trailing_silence	0.000161
baseline-v1	pad-borealis	1.1	repeat	spectral_delta_db	0.178653
baseline-v1	pad-borealis	1.1	repeat	level_delta_db	0.390107
baseline-v1	pad-borealis	1.1	repeat	mod_expected_db	5.380529
baseline-v1	pad-borealis	1.1	repeat	mod_band_peak_db	9.929266
baseline-v1	pad-borealis	1.1	repeat	mod_acf_peak	0.000552
baseline-v1	pad-borealis	1.1	repeat	adv_sa_attack_ratio	0.826950
baseline-v1	pad-borealis	1.1	repeat	sa_flatness_delta	0.016459
baseline-v1	pad-borealis	1.1	repeat	sa_lufs_delta_db	0.210037
baseline-v1	pad-borealis	1.25	repeat	trailing_silence	0.000000
baseline-v1	pad-borealis	1.25	repeat	spectral_delta_db	0.161757
baseline-v1	pad-borealis	1.25	repeat	level_delta_db	0.346372
baseline-v1	pad-borealis	1.25	repeat	mod_expected_db	-14.966150
baseline-v1	pad-borealis	1.25	repeat	mod_band_peak_db	7.731054
baseline-v1	pad-borealis	1.25	repeat	mod_acf_peak	0.000000
